id,keyword,location,text
1,,,s y l l ab u s course information course information course number: csce 399 course t itle: high-impact experience section: 500 time: n/a location: n/a credit hours: 0 instructor details instructor: richard furuta office: virtual phone: 979-845-3839 (leave message) e-mail: furuta@tamu.ed
2,,,office hours: tba course description csce 399: high-impact learning
3,,,(0-0)
4,,,credit 0
5,,,student participation in an approved high-impact learning practice; documentation and self-assessment of learning experience
6,,,course prerequisites junior or above status in csce special course designation none course learning outcomes the following student learning outcomes will be achieved on successful completion of this course: 1
7,,,"students will be able to identify characteristics of their high-impact learning experience, such as (a) a deepened understanding of knowledge through purposeful tasks; (b) extended and substantive interactions with faculty and peers; (c) interactions with people who are dif ferent than themselves; (d) collaborative learning with frequent feedback; and (e) opportunities to apply knowledge in dif ferent settings"
8,,,2
9,,,students will be able to describe and discuss the impact of their high-impact learning experience on themselves
10,,,these outcomes will be observed and measured through the self-reflection assignment
11,,,textbook and/or resource materials none grading policy this course will be graded on a pass/fail (s/u) basis only 
12,,,"to achieve a passing grade, you must have an approved high-impact learning experience, and submit an acceptable self-reflection assignment as well as acceptable documentation by the designated due date"
13,,,"both reflection and documentation must be determined to be acceptable in order to receive an ""s"" grade in the class"
14,,,the course instructor will determine whether any submission will count as “successful completion” or “incomplete.
15,,,submissions deemed “incomplete” will be returned to the student for revision and re-submission within 7 days
16,,,only 1 opportunity for revision will be given
17,,,a second submission deemed “incomplete” will result in a failing grade of “u.
18,,,and the student will be required to repeat the course
19,,,submissions deemed “incomplete” will be returned to the student for revision and re- submission within 7 days
20,,,only 1 opportunity for revision will be given
21,,,a second submission deemed “incomplete” will result in a failing grade of “u.
22,,,and the student will be required to repeat the course
23,,,late work policy course materials will be accepted until the last day of class without penalty 
24,,,work submitted by a student as makeup work for an excused absence is not considered late work and is exempted from the late work policy 
25,,,(see student rule 7 (https://student- rules.tamu.edu/rule07/
26,,,)
27,,,course schedule the purpose of this course is to submit reflection and documentation about an already-completed experience satisfying the department of computer science and engineering's high impact experience requirement
28,,,"see the department's statement of policy on what experiences meet this requirement, which is included in this course's materials"
29,,,the reflection should be prepared using the form that is provided
30,,,"the documentation should be a letter , email, or other material from the sponsor of the experience confirming the student's participation and successful completion (in the case of coursework-based experiences, a copy of the student's unof ficial transcript is suf ficient)"
31,,,"although a due date is set on the assignments corresponding to the reflection and documentation, this is intended to be advisory "
32,,,materials will be accepted through the end of the last day of classes without penalty 
33,,,the assignments for the course are: documentation of activities performed in high-impact learning experience through submission on canvas
34,,,reflection/critical thinking assignment
35,,,the assignment encompasses a meaningful self- reflection piece that discusses the impact of the high-impact learning experience characteristics and the overall experience on the student’ s erudition
36,,,the format for this assignment will be provided on canvas
