id,keyword,location,text
1,,,senior capstone – csce 482 course syllabus page 2 of 13 course information course number csce 482 course title senior capstone design section 935 & 936 time: 11:35am –2:35 pm; 2:35 -5:35 pm location: eaba 118 credit hours: 3 instructor details instructor: pauline wade e-mail: paulinewade@tamu.ed
2,,,office hours: tues 10 -11 a.m
3,,,"or by appointment, al l online zoom: see canvas ta (sect"
4,,,935) : sai harini voruganti e-mail: saiharini@tamu.ed
5,,,office hours: tuesday 3:30 - 4:30 p.m
6,,,"or by appointment, all online zoom: see canvas ta: lida zhang e-mail: lidazhang@tamu.ed"
7,,,office hours: tuesday 1:30 - 2:30 p.m
8,,,"or by appointment, all online zoom: see canvas course description senior capstone design is a project -based course to develop system integration skills for solving real- world problems in computer science "
9,,,the course involves a significant team software project that integrates advanced concepts across computer science specializations 
10,,,"projects require design, implementation, documentation and demonstration, as well as design methodology, management process and teamwork"
11,,,"course prerequisites senior classification; csce 315, csce 411, and two additional csce tracked courses"
12,,,"special course designation as per university requirements: 1) at least 35% of your grade will involve written or oral communications, 2) 70% of that 35% is based on individual (not group) writing or speaking, 3) at least 1250 words are individually written, 4) reviews are provided to you to allow for revision of some numbe r of documents or slides, 5) you have at least 5 minutes of individual public speaking"
13,,,"to receive c credit for this course, you must pass the c component"
14,,,senior capstone – csce 482 course syllabus page 3 of 13 course learning outcomes this class prepare s you for engineering practice with a major design expe rience based on the knowledge and skills acquired in earlier course work and incorporating engineering standards and realistic constraints that include most of the following considerations: economic; environmental; sustainability; manufacturability; ethical; health and safety; social; and political
15,,,you are expected to do the following in this course: **: 1
16,,,analyze a complex computing problem and to apply principles of computing and other relevant disciplines to identify solutions
17,,,2
18,,,"design, implement and evaluate a computing- based solution to meet a given set of computing requirements in the context of the program's discipline"
19,,,3
20,,,communicate effectively in a variety of professional contexts
21,,,4
22,,,recognize professional responsibilities and make informed judgements in computing practice based on legal and ethical principles
23,,,5
24,,,collaborate effectively as a member or leader of a team engaged in activities appropriate to the program's discipline
25,,,6
26,,,apply computer science theory and software development fundamentals to produce computing- based solutions
27,,,"** this course is evaluated every year through the abet (accreditation board for engineering and technology) accreditation process , which provides assurance that a college or university program meets the quality standards of the profession , by doing the following: ● verifies that your educational experience meets the global standard for technical education in your profession"
28,,,● enhances your employment opportunities —multinational corporations require graduation from an accredited program
29,,,"● supports your entry to a technical profession through licensure, registration and certification —all of which often require graduation from an abet -accredited program as a minimum qualification"
30,,,"● establishes your eligibility for many federal student loans, grants, and/or scholarships"
31,,,"● paves the way for you to work globally , because abet accreditation is recognized worldwide through international agreements, and many other countries’ national accrediting systems are based on the abet model"
32,,,"to comply with abet , students must demonstrate their abilities in outcomes above, which will be evaluated by external industrial affiliate members during your fin al presentation"
33,,,"textbook and/or resource materials required: design for electrical and computer engineers , by ralph ford and chris coulston (mcgraw -hill science, 2007)"
34,,,isbn 978-0-07-338035- 3 a copy is also available in the library in course reserves under the spring 2022 csce 482 course (passcode: wadereserves) 
35,,,"to access, log in at: https://reserves.library.tamu.ed"
36,,,using your net id
37,,,you have access to the materials for 2 hours at a time and one student at a time ( no limit to the number of times they can check it out during the semester) 
38,,,senior capstone – csce 482 course syllabus page 4 of 13 recommended: ● design of everyday things
39,,,don norman
40,,,(basic books 2013)
41,,,available free online at tamu libraries
42,,,● the five dysfunctions of a team: a leadership fable
43,,,patrick m
44,,,lencioni
45,,,"(jossey -bass, 2002)"
46,,,available free online at tamu libraries
47,,,"● technical material from the literature, manufacturers’ dat a sheets and user manuals (as needed) "
48,,,you can acquire the course material from vendors that provide the best value and amenities
49,,,grading policy the final grade you will receive in the class will be based on points accumulated during the semester
50,,,"thus , both continued progress (the process) and the quality of your product (and other deliverables) will determine your grade"
51,,,your grade is based on the performance of your team and your individual contribution 
52,,,"the grading scale is as follows: f < 60% ≤ d < 70% ≤ c < 80% ≤ b < 90% ≤ a we do not curve in this class, however provide you with the opportunity to earn an a , hence an 89."
53,,,is a b 
54,,,we teach to mastery which means that we have clear expectations in terms of what you should complete and what kno wledge you should have obtained by the end of the course to succeed and to earn an a
55,,,the grade distribution is as follows: 1
56,,,weekly updates : 6% 2
57,,,peer review 1% 3
58,,,peer feedback 1% 4
59,,,ethics 2% 5
60,,,project management 3% 6
61,,,version control 2% 7
62,,,project testing: 20% 8
63,,,report progress 18% 9
64,,,final deliverables: 30% 10
65,,,presentations: 15% 11
66,,,quiz 2% ----------------------------------------------- total 100% important note s: • you will not receive a passing grade in the class if you do not have a tested working system by the due date
67,,,the lower weighted items will significantly help you succeed in your higher- weighted items
68,,,• your peer feedback responses will be calculated with the instruct ors’ assessment which can either increase / decrease each member’s overall semester score
69,,,"instructors will base their assessment on one or more of the following: class attendance, punctuality, participation during class, timely submission of assignme nts/deliverables, peer feedback results, other informal senior capstone – csce 482 course syllabus page 5 of 13 feedback from teammates or tas , and other actions which positively/negatively contribute to the success of the team"
70,,,"• any team member who does not participate adequately, after interventions have been attempted , will automatically get at least 1 letter grade below the lowest grade of any of the team members 1"
71,,,"weekly updates (6%) group updates ( 4%), individual updates ( 2%) each team submits a weekly report as a group and individually , using the given template "
72,,,it has been shown that weekly reports help a team maintain a project on schedule
73,,,"the group reports typically communicate the team’s accomplishments the previous period, which need to be measurable "
74,,,it also includes the t eam’s goals for t he following week 
75,,,"team members should all be involved in taking meeting minutes, submitting team reports and reporting during the weekly meeting"
76,,,2
77,,,"peer reviews (1%) you will be asked to give a review of your peers’ proposal, documentation, presentatio ns, and other deliverables"
78,,,3
79,,,peer feedback (1%) you will give feedback on the performance and contribution of your other team members several times throughout the semester
80,,,prompt submission of peer feedbacks will be the basis of this grade
81,,,"depending on the circumstances, you may not be given credit for peer feedback more than 3 days late, since this feedback is the basis for assessing team member s’ contribution or participation "
82,,,"regardless of whether you get credit or not, your final grade cannot be finalized until you complete all of your peer feedback "
83,,,4
84,,,ethics (2%) the grading criteria is related on completion of the e thics training and corresponding quizzes 
85,,,5
86,,,project management (3%) you are expected to choose a software engineering process model and create the corresponding artifacts 
87,,,"for example, if the team chooses to use agile scrum, then expected artifacts are spri nt & product backlogs, user stories , etc "
88,,,6
89,,,"version control (2%) you are expected to commit to the github repository weekly, if not daily"
90,,,7
