id,keyword,location,text
1,,,435 syllabuscourse informationcourse informationcourse number:csce 435course title:parallel computingsection:500time:tr 2:20-3:35 pmlocation:113 hrbbterm:spring 2022credit hours:3instructor detailsinstructor:vivek sarinoffice:415 petersonphone:979-458-2214email:sarin@tamu.ed
2,,,(mailto:sarin@tamu.edu
3,,,"(preferred method ofcommunication)office hours:tr 11am-12 pm (jan 18 & jan 20), then tr 10:30-11:30am; via zoomhttps://tamu.zoom.us/j/9972697577"
4,,,(https://tamu.zoom.us/j/99726975773)cours
5,,,descriptionthis course provides an overview of parallel computing technology and programming methods.th
6,,,"topics in the course include: multiprocessor architectures, programming tools, parallelperformance, parallel algorithms, and applications of parallel computing.cours"
7,,,prerequisitescsce 315 and junior or senior standing; or approval of the instructor
8,,,special course designationnone.cours
9,,,learning outcomesthe main objective of this course is to provide an opportunity for our undergraduate students tolearn about parallel computing technology and to develop programming skills on traditional andemerging platforms for parallel computation
10,,,"upon successful completion of the course, a student:• will be able to design parallel algorithms and develop software implementations on parallelcomputers;• will be able to analyze the performance of parallel implementations on various parallelplatforms; and• will know the architecture of modern parallel computing systems.textboo"
11,,,"and/or resource materialsinstructor will provide lecture videos, copies of lecture slides, and links to resources on the interneton the course web site on canvas.gradin"
12,,,"policyquizzes, assignments and projects will be available on the course web site on canvas andsubmissions will have to be uploaded to canvas.cours"
13,,,"grade will be assigned on the basis of quizzes (40%), assignments (60%)"
14,,,"the followingscale will be used: a=90-100%, b=80-89%, c=70-79%, d=60-69%, f=0-59%"
15,,,scores arerounded up to the nearest integer.lat
16,,,work policylate assignments and projects are accepted with 10% penalty for each day late up to a maximumof 3 days (e.g.
17,,,a score of 80 will be reduced to 72 when submitted within 24 hours after thedeadline; it will be reduced to 64 when submitted between 24 and 48 hours after the deadline).cours
18,,,"schedule (tentative) week 1introduction to parallel computingweek 2parallel algorithm designweek 3, 4programming for shared-memoryweek 5parallel algorithms i - matrix computationsweek 6parallel architecturesweek 7parallel algorithms ii – low level kernelsweek 8programming for distributed-memoryweek 9parallel algorithms iii – sortingweek 10,11emerging parallel platforms - gpusweek 12parallel algorithms iv - graph algorithmsweek 13applications (e.g."
19,,,data analytics)week 14other computing paradigms (e.g.
