id,keyword,location,text
1,,,"course s yllabus course information course number:vist 477, viza 677, csce 446, csce650course title:virtual realitytime:tuesday/thursday 8am to 9:15amlocation:langford c room 207credit hours:3 instructor details professor:jinsil hwaryoung seoe-mail:hwaryoung@tamu.eduoffic"
2,,,hours:by appointment instructor:brian beamse-mail:brianmbeams@gmail.comoffic
3,,,hours:by appointment instructor of record:emma mclauchlane-mail:emma.mclauchlan@tamu.eduoffic
4,,,hours:by appointment teaching assistant:brett dishonghe-mail:brett.michael29@tamu.eduoffic
5,,,hours:by appointment course description this course covers the theory and practice of virtual reality (vr)
6,,,virtual reality includes interactive 3dvirtual environments that take advantage of immersive technology to provide enhanced perceptualrealism and an embodied interaction experience
7,,,"the course aims to provide an overview of vr withtopics including input devices, output devices, 3d interaction techniques, augmented reality, the role ofrealism in vr, navigation techniques, design guidelines, and evaluation methods"
8,,,"students will gainhands-on experience designing vr experiences emphasizing application, demonstration, or researchpurposes"
9,,,"for the final project in this course, students will be introduced to concepts in sustainability, and how touse interactive technology to educate and inform people’s idea of sustainable practices in their own lifeand society"
10,,,"students will work on a series of individual activities as well as work as a team to create alarge-scale group activity, which will focus on the creation and analysis of interactive art projects in theform of a fully realized vr project"
11,,,page1of9 course s yllabus course prerequisites students are expected to have some experience with computer programming and 3d graphics tools priorto taking this course
12,,,"while the course has no official prerequisites, recommended experience includestopics covered in courses such as vist 271, csce 221, or csce 441"
13,,,students who are uncertain of theexpected level of technical proficiency are encouraged to contact the instructor to discuss specifics.experienc
14,,,"with graphical and visualization tools, frameworks, and libraries (e.g."
15,,,"unity, unreal,processing, opengl) is recommended"
16,,,"familiarity with concepts of human-computer interaction,aesthetic design, and mathematical functions is also recommended, but experience with all is notrequired"
17,,,special course designation this is cross-listed and stacked which means it is both in department of visualization and computerscience and has both undergraduate and graduate students
18,,,"course learning outcomes •produce interactive 3d virtual environments and 3d interaction techniques•develop immersive virtual reality applications with a team•characterize and describe virtual reality systems in terms of display properties and interactiontechniques•evaluate virtual reality applications in terms of design, purpose, benefits, and limitations•review and organize past and current virtual reality techniques and knowledge•analyze the response users have to your developed project•identify sources of information outside the classroom that can be helpful for the design problems andtechnical problems presented in class.•analyze"
19,,,"critique, and present work in a productive and effective manner using appropriateterminology"
20,,,textbook and/or resource materials reading and viewing assignments will be given from articles and research papers that are availablethrough the university
21,,,"there is no required textbook for the course, but the recommended textbook willcomplement the topics covered in the course"
22,,,recommended: 3d user interfaces: theory and practice (2nd edition)
23,,,joseph j
24,,,laviola jr.
25,,,"ernst kruijff, ryan p.mcmahan"
26,,,"doug bowman, ivan p"
27,,,poupyrev
28,,,"isbn-10: 0134034325 page2of9 course s yllabus course structure students enrolled in virtual reality (vist 477, viza 677, csce 446, csce 650) will have both individual and group activities"
29,,,"the individual activities will be in the form of in-class presentations and writing assignments which will inform, and be informed by, the group activities, which will be the backbone of the course"
30,,,the group activities will account for much of the work in the course
